	lemma	stavek1	stavek2	oznaka (label)	stavek_1_pomen	stavek_2_pomen	found_lemma
133	kartica	Za potovanja v tujino je nepogrešljiva NLB Poslovna <target> kartica </target> Mastercard, ki jo lahko uporablja več zaposlenih v podjetju.	1. avtomatizacija poslovanja, kjer prevladujejo paketne obdelave na klasičnih ali pa osrednjih računalnikih (angl. Mainframe), večinoma na luknjanih <target> karticah </target>, namenjene spremljanju poslovanja (poročila), stroškov in zalog.	F	8	1	True
134	kartica	Kakovost zvoka je sicer bolj kakor od zvočne <target> kartice </target> odvisna od zvočnikov, ki jih nanjo priključimo, svoj del pri prostorskem ozvočenju pa novi Sound Blaster dobro opravi.	ICOM, PRESS; SMD, NG Junior klub, Ljubljanska turisticna <target> kartica </target>, kartica turisticnega vodnika	F  			True
135	kartica	Hitrost grafičnih <target> kartic </target> smo najprej izmerili v merilnem programu 3DMark 2003.	In, zakaj je reža pametne <target> kartice </target>, če jo že hočete vtakniti, tik pred prestavno ročico, da jo je ja čim teže doseči.	F  			True
136	kartica	Kako uporabljate kreditne <target> kartice </target>? a) zaradi njih včasih kupite kaj brez potrebe b) ne uporabljate jih, ker se bojite prevar c) pogosto jih uporabljate REŠITVE: Vprašanje	Poleg gotovine še <target> kartice </target>: Visa, Eurocard, American Express, Maestro, Karanta in BA.	T	8	8	True
137	kartica	CENA: 799,99 € Akcijska ponudba za zahtevne fotografe, ki hočejo svoje posnetke v visoki ločljivosti stiskati na A papir. Vgrajene je veliko multimedijske podpore, LCD zaslonček za pregled slik in čitalec <target> kartic </target>.	Do konca septembra cenejše počitnice ob Muri - Popust pri naročilu slaščic in brezplačna dostava do 70 kilometrov daleč - Do konca avgusta še brezplačna članarina za plačilno <target> kartico </target> Magna - Koristno na Petrolovih bencinskih servisih	F  	8		True
138	kartica	V roke je vzel telefonsko <target> kartico </target>, položeno na bedro, jo potapkal po hrbtni strani in mi jo podal z iztegnjeno roko, ne da bi zapustil fotelj.	Imetniki <target> kartice </target>: Hostelling International, Ej!KArtica, AMZS ali ARC Show your card, Active Slovenia, Mednarodna federacija mladinskih prenočišč (IYHF)	F  			True
139	kri	<target> Kri </target> je iz glave pohitela v noge in tla so se nevarno zamajala.	Bolezni srca so dolgo časa povezovali z določenimi dejavniki telesnega tveganja, kot so visok krvni pritisk, povišan holesterol v <target> krvi </target>, kajenje in premalo gibanja.	F	9	3	True
140	kri	Bistre vode smaragdne reke Soče je <target> kri </target> padlih vojakov v 1. svetovni vojni obarvala rdeče.	Pri srčnem popuščanju srce ne more več črpati dovolj velike količine <target> krvi </target> skozi telo za presnovne potrebe.	F	7	3	True
141	kri	Obstaja le zelo šibka povezava med ravnjo spolnih hormonov v <target> krvi </target> in človeškim spolnim vedenjem, spolne prestopke pa le zelo redko lahko pripišemo prevelikemu spolnemu nagonu.	Ob spomeniku zagledamo velikanski daljnovodni steber, ki kaže, da sta današnja <target> kri </target> civilizacije postali elektrika in ekonomija.	F	3	1	True
142	kri	V takih primerih sem poskušal uš neopazno vreči na tla in ji s čevljem stopiti za »vrat«, da bi se zadušila, ali da bi ji počil nabreknjen trebuh, poln moje <target> krvi </target>.	Novi lastniki jim odvzamejo vse dokumente in jih prisilijo v prostitucijo, delo v tekstilni, gradbeni in rudarski industriji, v služabništvo, lažne poroke ali jih uporabijo za rezervne dele v trgovini s človeškimi organi, tkivom in <target> krvjo </target>.	T	3	3	True
143	kri	Razlog zakaj je, ko sem prišel na krvodajalsko akcijo so mi avtomatično hoteli znova vzeti pol litra <target> krvi </target>, kar sem pač seveda odklonil, saj s svojo krvjo razpolagam jaz in ne nekdo drug.	Pri Židih je v talmudskem obdobju veljalo, da Lilit ponoči zapelje moške, rodi otroke, ki jim nato popije <target> kri </target>, pozneje je postala simbol vamp zapeljivke, ki se je pritihotapila, rdečelasa, jasno, v Michelangelovo Sikstinsko kapelo, zlezla v Ticijanovo glavo in v pariški Notre Dame.	T	3		True
144	kri	Ljudje v tem obratu imajo tudi do 400% preveč kadnija v <target> krvi </target> ,po pričanju bolnega iz Cinkarne.	Tistim pa, ki so jo sprejeli, je dala moč, da postanejo Božji otroci, vsem, ki verujejo v njeno ime in se niso rodili iz <target> krvi </target> ne iz volje mesa ne iz volje moža, ampak iz Boga.	F  	3		True
145	kri	Na mestu, kjer je padel, je na ledu ostal majhen madež razmazane <target> krvi </target>.	Hitri navali <target> krvi </target> odraščajoče dobe so omogočili čudo, da je lahko po koncu normalnega občevanja začel znova, tokrat per angostam viam.	F  	3		True
146	čist	Jelenov medaljon z divjačinsko omako (19,50 evra) je bil spet čisto druga pesem: meso slastno in mehko, <target> čista </target> aromatika jedi je znova in znova napadala čutila.	Vse, kar veš o meni, ni nujno tudi <target> čista </target> resnica do zadnje podrobnosti.	F	16	2	True
147	čist	Johnson se je volivcem prikupil z obljubami, da bo v svojem mandatu poskrbel za 24-urno policijsko varovanje mesta, za urejen transport, <target> čiste </target> zelene površine, za lažji dostop občanov do stanovanj in da bo podpiral prevoz s kolesi.	Nenehno so z vseh strani prihajale runde zanj in za tiste ob njem, iz <target> čistega </target> veselja, iz globoke hvaležnosti, in ker so čutili, da je prišel mednje fant njihove sorte, ki želi in hoče kot oni, več in več.	F  	14		True
148	čist	V zadnjem času se tukaj kar veliko gradi, predvsem poslovne prostore in objekte, namenjene skladiščnim dejavnostim, servisnim službam, storitvam in dejavnostim s <target> čisto </target> proizvodnjo.	<target> Čisti </target> izid iz poslovanja sicer iz že omenjenih razlogov (predvsem cene kerozina) odstopa od planiranega za 400 tisoč evrov, uprava družbe ocenjuje, da bo ob koncu leta dosegla rezultat okoli pozitivne ničle oziroma minimalno pod tem kakor je predstavila v oceni poslovanja za leto 2008.	F  			True
149	čist	Po tehnologiji za tiste čase najsodobnejši most je hkrati lep primer slogovno <target> čistega </target> secesijskega oblikovanja javnega prostora.	PRIDIH DOMAČNOSTI <target> Čiste </target> linije vnašajo v prostor občutek reda, les v svetlih tonih pa ustvarja prijeten občutek domačnosti in topline.	F  			True
150	čist	Vladala je družbena zgodba o nastanku, kakršno piše <target> čista </target> liberalna utilitaristična politična ekonomija; individualno tekmovanje je ustvarilo vse vrste kombinacij učinkovitega živalskega stroja.	Lepa, <target> čista </target> in bela koža obljublja globoka čustva in srečo v ljubezni (ker je povezana z Venero, planetom ljubezni); temna koža napoveduje izdajo in krivico, ki jo bo povzročil speči; nagubana obljublja dolgo življenje.	F	14		True
151	čist	Vse Can-Amove štirikolesnike namreč poganjajo štiritaktni motorji, ki so precej <target> čistejši </target> za okolje od ekološko spornih dvotaktnikov.	Sesirjena omaka bo zopet gladka, če jo po kapljicah primešate žlici kisa, ki ste ga vlili v <target> čisto </target> skledo.	F	9	14	True
152	čist	Ali v današnjem svetu sploh še lahko obstaja <target> čista </target> in neomadeževana misel?«	Prihodki so znašali dobri dve milijardi evrov, <target> čisti </target> dobiček pa 28 milijonov evrov.	F			True
153	svet	Jaz bi bil za to, da se to kljub vsemu naredi na majski seji in da je junijska seja parlamentarne skupščine <target> Sveta </target> Evrope, na kateri bo govoril predsednik Republike Slovenije, je idealna priložnost za to, da se javno sporoči, da je Slovenija to ratificirala.	Upravni <target> svet </target> Slovenskega stalnega gledališča je 28. septembra odstopil in sklical Skupščino članov.	T	7	7	True
154	svet	Kljub vsem prepovedim je bil ribolov <target> sveta </target> dejavnost, saj je Ozirisa in Horusa, ki ju je razkosal Set, Izidi uspelo oživiti prav po zaslugi ribičev, ki so Horusovo vsevidno oko našli v mreži, Ozirisove ude pa v pletenih vršah.	V zadnje obdobje okrog Kamnega Vrha sodi poslikava prezbiterija v cerkvi sv. Ahaca nad Malim Ločnikom blizu Turjaka, kjer nas kar nekaj detajlov spominja bodisi na Friderikove rešitve v Deutschgriffnu, bodisi na podrobnosti na podobi <target> Svete </target> nedelje v crngrobski cerkvi, ki vsebuje sorodne detajle s sv. Ahacem in z Deutschriffnom (ženska figura s pečo v prizoru Marije zavetnice s plaščem, enaka figura na Deutschgriffnu v prizoru iz stare zaveze in figura v prizoru žetve v Crngrobu, ženski figuri v prizoru ljubimkanja in zapeljevanja na Crngrobu itd.).	F  	2		True
155	svet	Celo ti, Atlas, pol človek, pol bog, si uničil najlepše mesto na <target> svetu </target>.	Povsod po <target> svetu </target> se stotine industrijskih kemikalij, imenovanih organoklorini kopiči v okolju, v hrani in v naših telesih.	T	6	6	True
156	svet	V obeh primerih pa je pomembno, da je seznanjen z oceno strokovnega <target> sveta </target> in to je bil namen, za splošno izobraževanje o kvalitetah enega ali drugega tipa vrtca.	On je jadral že prej in vas tudi vpeljal v morski <target> svet </target>, kajne?	F	7		True
157	svet	Robiču se torej obeta preizkušnja, ki jo nekateri primerjajo s podvigi drugih slovenskih ekstremistov, kot so Dušan Mravlje, Martin Strel in Davo Karničar, drugi spet trdijo, da je RAAM najtežja športna preizkušnja na <target> svetu </target> in je v tem pogledu nekaj posebnega.	Po <target> Svetem </target> pismu nam govori sam Bog (prim. Katekizem, str. 27-51).	F	2		True
158	svet	Kmalu pa bo <target> svet </target> izvedel še več o manekenkinem zasebnem življenju.	Če bodo zdravniki zaslužili manj ali toliko kot lani, potem bo konec <target> sveta </target>.	F			True
159	svet	Mestni <target> svet </target>nik iz vrst zelenih Miha Jazbinšek je za mestni svet pripravil predlog, ki omogoča takojšnjo rešitev tega problema, izhaja pa iz pred letom dni sprejetega sklepa mestnega sveta o zemljiškoknjižnem urejanju lastništva za zemljišča, ki niso v lasti MOL, čeprav je ta v zemljiški knjigi še vedno vpisan kot lastnik.	Za poročanje o delih <target> sveta </target>, kjer nimamo dopisnika, se obračamo na novinarje v redakciji, ki se s temi področji ukvarjajo.	F	7	6	True
160	material	Seveda so mu namenili nekaj novih <target> materialov </target> in barv v notranjosti.	Izdelava, pri kateri vrednost vseh uporabljenih <target> materialov </target> ne presega 40% cene izdelka franko tovarna. ex 3403 Mazalni preparati.,ki vsebujejo naftno olje ali olja, dobljenih iz bituminoznih mineralov, pod pogojem da predstavljajo manj kot 70% po teži Operacije rafiniranja in/ali en ali več specifičnih procesov.8	F			True
161	material	Nič načrtov, ki laika prepričajo, da je arhitekturno nepismen, nič bolj ali manj posrečenih fotografij zgradb, nič pompoznih interpretacij in citatov, samo veliko odličnih maket, prerezov prostorov in zanimivih detajlov v velikem formatu, enotnih <target> materialov </target> in barv, veliko preglednih računalniških animacij in simulacij in, verjetno najpomembnejše, na eni strani Fosterjeve skice delovnih osnutkov, končnih podob in detajlov, torej njegov personal tuch, ter na drugi strani mnogo zanimivih filmov, od tridimenzionalne velike projekcije o prihodu in odhodu iz novega mednarodnega letališča v Honhkongu, do Fosterjevih konkretnih in podrobnih komentarjev o iskanju rešitev za obnovo raznih zgodovinskih zgradb, nemškega Reichstaga na primer, ter v dobri angleški maniri nepristranskega, vedno vsaj malo humornega dokumentarca o osupljivem skrivnem življenju Millenum bridga.	Pri <target> materialih </target> je dolgo veljajo, da je najprimernejši bombaž, vendar bombažu danes močno konkurirajo visokokvalitetne sintetike in tkanine z lajkro, ki z gladkim dotikom omogočajo popolno udobje in daljšo življenjsko dobo perila.	T			True
162	material	Cene programov v vrtcih se oblikujejo na podlagi stroškov dela, <target> materiala </target> in storitev ter stroškov živil za otroke.	Tako je njegova delavnica največkrat kar kombi, v katerem vozi tudi <target> material </target>.	F			True
163	material	Leta 1993 so na sestanku znanstvenih in socialno-ekonomskih komitejev predstavniki večjega števila dr-žav opozorili na pomanjkanje ustreznih mednarodnih predpisov, ki bi urejali ravnanje s premeščenim mor-skim <target> materialom </target> na območju Sredozemlja.	3809 Sredstva za dodelavo, nosilci barv, sredstva za pospeševanje barvanja in fiksiranje barvil ter drugi izdelki (npr. sredstva za apreturo in jedkanje), ki se uporabljajo v tekstilni, papirni, usnjarski in podobnih industrijah, ki niso omenjeni in ne zajeti na drugem mestu Izdelava, pri kateri vrednost vseh uporabljenih <target> materialov </target> ne presega 50% cene izdelka franko tovarna.	F			True
164	material	O folklornih kostumih so bistveno več vedeli člani Folklorne skupine Biroussans iz Francije, ki niso bili uniformno kostumirani (podvajal se je sicer kroj in <target> material </target> nekaterih oblačilnih kosov, a dokaj neopazno).	V postopku najprej izločijo DNK, nato pa ji primešajo posebne kemikalije, ki povzročijo, da se ponavljajoči se vzorci namnožijo, tako da dobijo dovolj <target> materiala </target> za analizo.	T	4	4	True
165	material	- vrednost vseh uporabljenih <target> materialov </target> ne presega 40% cene izdelka franko tovarna, in	Ker je hiša skoraj brez zunanjih sten, zelo minimalistična in zgrajena iz diskretnih <target> materialov </target> (betona, lesa, stekla in surovega kamena) se povsem zlije s pokrajino.	F	2	4	True
166	material	Erodirani <target> material </target> odnaša navzdol, kjer se lahko odloži in povzroči nastanek debelih, večslojnih, mladih, *koluvialno-deluvialnih tal.	Do oddaje <target> materiala </target>, do tistega datuma, za katerega sva se zmenila z modelom, da dam kaj od sebe, je ostalo, če se prav spomnim, cirka deset dni, kar je bilo seveda premalo za vso serijo, v desetih dneh mi ne bo ratalo dokončat vsega, ampak če bi jih naredil vsaj kake tri, štiri, pa da bi bile okej, bi si že izboril kak dodaten dan, to sem vedel, da si je človek, če je bil pameten, pustil rezervo.	F	3	6	True
167	mrtev	Brez navedenih ukrepov, brez vladne pomoči in brez povečanja števila policistov in radarjev ne bo mogoče doseči večjega reda in zmanjšanja števila prometnih nesreč in <target> mrtvih </target> na naših cestah.	Morda boste presenečeni, toda on je ocenil, da panarabizem danes živi le še na kulturnem in jezikovnem področju, njegov politični del pa je že zdavnaj <target> mrtev </target>.	F	9	7	True
168	mrtev	Ko sem bil <target> mrtev </target> je zasnovan na motivu moža, ki napove svojo smrt, potem pa izgine in se ponovno pojavi z lažno identiteto.	Vstal bom od <target> mrtvih </target>, toda kot povsod, je tudi tukaj še nekaj.	T	9	9	True
169	mrtev	Da je našel <target> mrtvo </target> žensko v nekakšnem vodnjaku ob nekakšni zapuščeni hiši?	Udarec je bil zanj usoden, saj je obležal <target> mrtev </target> pred grajskimi vrati.	T	9	9	True
170	mrtev	živega bi trebalo v krsti zakopat da bi ga ćrvi živega parali-uh to bi pa ble muke ko bi moral gledati svoje gnilo razpadajoče telo.če pa že moje želje ne bodo uresničene pa upam da bo zaprt v celico h kakemu ljudožercu-in da bo ta po svoji potrebi z njega odstranjeval meso nazadje bo z napol <target> mrtvega </target> jedel še možgane in potem bo ta vlačuga satanska CRKNILA.	- Neaktivni kvas; drugi enocelični mikroorganizmi, <target> mrtvi </target>: 2102.2001 -- Neaktivni kvas 32 2102.3001 in - Pripravljeni pecilni praški 40 2102.3009	F	9	11	True
171	mrtev	Obnovljene Kovačeve domačije v Nedelici ne doživljamo kot <target> mrtvega </target> in zaprašenega muzeja, ampak kot pravi dom.	Nasproti mu je z osebnim avtom pripeljal 47-letni voznik, ki naj bi v bližini Kulturnega doma Srečka Kosovela na ozki cesti zapeljal v levo in s prednjim delom avta zbil mopedista, za katerega sta bila trk in padec usodna, saj je obležal <target> mrtev </target>.	F	6	9	True
172	mrtev	Njegovo vedenje o mrličih, in v življenju jih ni videl malo, je govorilo, da sta <target> mrtva </target> dan, morda dva.	Svoj prvi nastop so odigrali v Big star pubu Novo mesto, kjer so nastopili kot predskupina Društva <target> mrtvih </target> pesnikov.	F	9	opomba: stvarno ime, ni v Elexisu tega pomena	True
173	mrtev	Ličinke se razvijajo v <target> mrtvih </target> vejah, nekoliko vkopanih v zgornjo plast zemlje.	Torej vseh 300 <target> mrtvih </target> na cesti je bilo nezaposlenih oz. na dopustu oz popoldan / med vikendom, v šoli oz. v penziji?	F	2	9	True
174	nosilec	Če zgoraj navedena vsota ne dosega zneska izplačevane slovenske pokojnine, Zavod za pokojninsko in invalidsko zavarovanje Slovenije zavarovancu, ki ima stalno prebivališče v Republiki Sloveniji, še naprej izplačuje nespremenjeni znesek pokojnine, <target> nosilec </target> zavarovanja v Bosni in Hercegovini pa zavodu v Republiki Sloveniji nakazuje svojo, na novo odmerjeno pokojnino.	Vlagatelj oziroma <target> nosilec </target> kmetijskega gospodarstva, naveden v vlogi, mora biti torej tudi lastnik bančnega računa, ki je naveden v vlogi.	T	2	2	True
175	nosilec	Njene redne stranke so članice kluba <target> nosilcev </target> čevljev Berluti Swann Club, ki združuje 120 članov.	Z ženo sva solastnika podjetja, oba <target> nosilca </target> dejavnosti in člana OZS.	F	1	2	True
176	nosilec	Sem se uvrščajo: diagram povezav (iskanje rešitev iz vzročno-posledičnih povezav v kompleksnih problemih); metoda KJ ali diagram podobnosti (zbiranje različnih podatkov o nekem problemu in porazdeljevanje po skupinah na osnovi podobnosti sorodnosti); sistematični diagram (istočasni prikaz končnega cilja in prikaz posameznih delnih nalog, ki jih je za dosego cilja potrebno opraviti; vsak <target> nosilec </target> naloge lahko razume celoten proces doseganja končnega cilja in njegov položaj v njem); matrični diagram (prikaz dveh parametrov na dveh oseh in iskanje razmerij v določanju ciljev, strategij in potencialnih problemov); matrična podatkovna analiza (analiza obsežnih podatkov v matričnem diagramu za njihovo lažje razumevanje); programska karta procesa odločanja (pomaga opredeliti korake in izide posameznih stopenj v procesu sprejemanja odločitev); usmerjevalni diagram (diagram puščice; usmerja dnevno ukrepanje in nadziranje rezultatov).	Eksperimentalno gledališče Balabine Baranovič (19551967), Gledališče Ad hoc Drage Ahačič(19581964) in najizraziteje Oder 57 (19571964) so <target> nosilci </target> novega vala in vir inovativnega navdiha tudi za institucionalna gledališča ...«	F	2	6	True
177	nosilec	Tretjič: prispevek od kmetijskih površin, ki ga plačujejo <target> nosilci </target> kmetijskega gospodarstva od določenih kmetijskih površin in prispevek do čebeljih družin, ki ga plačujejo nosilci kmetijskega gospodarstva od čebeljih družin.	Kar zadeva poročne prstane, so pomenili ljudem bolj kot nakit predvsem znamenje, da je <target> nosilec </target> ali nosilka poročen/-a, češ: »Zlat poročni prstan pa vedno nosim.«	F	2	1	True
178	nosilec	• • • • • • • barvilo Weigertov železov hematoksilin, barvilo alciansko modrilo, barvilo pikrofuksin, 70 %, 96 % in 100 % etanol, ksilen, nadomestek ksilena, sredstvo za pokrivanje obarvanih tkivnih rezin, • krovna stekla, • • • • • • • • neobarvani histološki preparati, plastični <target> nosilec </target> za sušenje preparatov, staničevina, fotografska kadička, pinceta, steklena posoda za reagente (vsaj 16 x), držalo za objektna stekla, mikroskop.	<target> Nosilec </target> umetnosti se nikjer ne bo osebno silil v ospredje in ne bo hotel sodelovati, še celo pa se mu zdi, da nikakor ni pristojen za izboljševanje - če izvzamemo nekaj sentimentalnih obrobij.	F	5	2	True
179	nosilec	To pomeni tudi, da je <target> nosilec </target> pravice zahtevati denarno doplačilo tisti imetnik deležev prevzete/prenosne družbe, ki ostaja član nove/prevzemne družbe, torej tisti, ki prevzame deleže te družbe.	organizacijo ponudbe podatkovnih zbirk na elektronskih <target> nosilcih </target> z neposrednim dostopom v dogovoru z njihovimi proizvajalci	F	2	5	True
180	nosilec	Navedeni rok je kratek v smislu izvedbe postopkov za umestitev posegov v prostor, prav tako pa tudi v smislu planiranja potrebnih sredstev v Načrtih razvojnih programov Proračuna Republike Slovenije ter izvedbenih programov <target> nosilcev </target> aktivnosti.	rance Prešeren je najpomembnejši predstavnik slovenske literarne romantike in njen edini pravi <target> nosilec </target>.	T	6	6	True
181	oblika	Osnovna enačba je preprosta: energija, ki jo vnesemo v telo v <target> obliki </target> hrane, mora biti enaka porabi.	Za spreminjanje <target> oblike </target> segmenta poti med ustvarjanjem poti ali kadarkoli pozneje uporabljate orodja Pen za določitev smerne črte in smerne točke, ki izhajata iz sidrnih točk.	F	1	8	True
182	oblika	akreditacija aplikativne programske opreme, ki zagotavlja samo določeno funkcionalnost varstva dokumentarnega in arhivskega gradiva v digitalni <target> obliki </target> (glej tabela 3.2.3.	Skupina pod vodstvom Johna Anthonyja Westa je s seizmografom zaznala votle prostore pravilnih <target> oblik </target> nekaj metrov pod tlemi med šapama na obeh straneh sfinge.	F	5	8	True
183	oblika	To presežnost pa so zelo kmalu, takoj ob nastanku zapora, ugotovili bodisi v <target> obliki </target> dejanskih praks bodisi v obliki načrtov, ni nastala šele pozneje, kot drugoten učinek.	Je raziskovalka okusov, pa tudi ženska, ki se ji zdi zelo pomembna <target> oblika </target>.	F	5	8	True
184	oblika	Ogroženost izpolnitve prevzete (veljavne) obveznosti primerjalne zakonodaje še danes štejejo za tveganje, ki pomeni razlog in je prvi pogoj za dopolnilno varovanje interesa upnikov z institutom pravice zahtevati zavarovanje; npr. prvi odstavek § 22 nUmwG (ki velja kot splošno pravilo za združitve različnih pravnoorganizacijskih <target> oblik </target> nosilcev podjema), prvi odstavek § 226 aAktG, drugi odstavek § 96 aGmbHG v zvezi s prvim odstavkom § 226 aAktG, prvi odstavek 523. člena ZTD, prvi odstavek 522. člena ZGD.	Seveda je trud za <target> obliko </target> in prikupnost potreben, ampak oddajo naredijo ljudje.	F	5	8	True
185	oblika	Za dosego čim boljše sporočilnosti socialnih oglasov za promocijo strpnosti je v prvi fazi potrebno definirati različne <target> oblike </target> diskriminacije in nestrpnosti, razpoznati najbolj manifestativne oblike, ki se pojavljajo v Sloveniji ter definirati vzroke za njihov nastanek.	Umetne solze so na voljo v <target> obliki </target> kapljic, ki vsebujejo hipromelozo, ali gelov, ki vsebujejo karbomer (gl. SREDSTVA ZA MAZANJE OČI, str. 181).	F	5	6	True
186	oblika	Njegovo odkrivanje je zelo zapleteno, saj je v nasprotju s tradicionalnimi <target> oblikami </target> kriminala zelo spremenljiv in se prilagaja spremembam v gospodarstvu.	Ni namreč res, da je gora, ki ima iz različnih gledišč različne obrise, objektivno brez <target> oblike </target> oziroma da ima neskončno oblik.	F	5	8	True
187	oblika	Razlike med proaktivno in reaktivno rabo besednih kock v smislu poudarka na <target> obliki </target> zadevajo predpripravo dejavnosti in odločite, kako dolgo naj traja, medtem ko razlik med proaktivno rabo in eksplicitnim poučevanjem slovnice, če tega seveda ne pojmujemo kot metode, skoraj ni.	Paket dom in družina je paket zavarovanj, ki vsebuje najpomembnejše <target> oblike </target> zavarovanja za dom in družino: požarno zavarovanje, potresno zavarovanje, osnovno in nadstandardno stanovanjsko zavarovanje ter nezgodno zavarovanje članov gospodinjstva.	F	8	5	True
188	ura	Abonma lahko izberete pri balagajni gledališča, ki bo v času vpisa abonmajev odprta vsak delavnik od 10. do 12. in od 16. do 18. <target> ure </target> (ob sobotah samo dopoldne).	Že res, da lahko plačujemo, nakazujemo ali naročamo bančne storitve 24 <target> ur </target> na dan, sedem dni v tednu, a vse skupaj je le deloma prilagojeno novemu okolju.	T	8	8	True
189	ura	PTUJ * Danes bo ob 17. <target> uri </target> v poročni dvorani Mestne hiše premiera kratkega filma Mostovi Ptuja.	Nivojski pouk pomeni, da pri treh predmetih za vse <target> ure </target> ločimo otroke v tri skupine.	F	2	1	True
190	ura	od 1. 6. do 15. 9. vsak dan ob 10. in 16. <target> uri </target> ali vse dni v letu po predhodnem naročilu.	Okoli 13.45 <target> ure </target> so istrski policisti prejeli klic, da omenjeni potapljač ni priplaval na površje.	F	8	2	True
191	ura	Kateri so to, bo znano tik pred koncem, 24 <target> ur </target> pred velikim finalom, morda pa bo v njihovih vrstah tudi še aktualna misica Iris Mulej , ki je prav tako malce zamujala, saj je »ful zaposlena.	Medtem ko se je pripravljal na prvi vzlet, je pilot poročal o težavah z merilcem zunanje temperature; polet so za <target> uro </target> prestavili, merilec pa popravili, je dejala predstavnica Spanaira Susana Vergara .	F	5	6	True
192	ura	Izjema je sobota, ko je odhod iz Pariza ob 11. <target> uri </target> in prihod v Maribor ob 13.30.	Voznik prevozi pot v 3 <target> urah </target> s povprečno hitrostjo 50 km/h.	T	2	2	True
193	ura	Medtem ko si je prislanjal slušalko k ušesu, je s pogledom ošinil <target> uro </target>.	Na današnji okrogli mizi v sinagogi bodo ob 18. <target> uri </target> govorili o slovensko-hrvaški razmejitvi v Istri.	F	7	2	True
194	ura	Če so ceste mokre, je omejitev izven poseljenih predelov 80 km/<target> uro </target>, na regionalnih cestah in avtocestah brez cvestnine 100 km/uro, na pravih avtocestah pa 110 km/uro.	Obdelovali so me polne tri <target> ure </target> in gonil sem naprej pravljico, ki jo je začela Madeleine.	F	7	2	True
195	okrepiti	Vendar pa, ste vedeli, da lahko s pravo mešanico vitaminov ob pravem času občutno <target> okrepite </target> svojo življenjsko moč in izboljšate svoje počutje?	Drugi, manjši Ljubljanski četniški odred, je bil že pred tem poslan v Grčarice, da bi <target> okrepil </target> tamkajšnji odred, vendar do vasi ni mogel več priti.	F	6	5	True
196	okrepiti	V razredu lahkih gospodarskih vozil bosta k prodaji doprinesla novi vito in viano, <target> okrepili </target> bodo tudi sodelovanje s podjetjem Adria Mobil, ki izdeluje nadgradnje za počitniška vozila.	Samoučinkovitost (self-efficacy) je konstrukt, ki izhaja iz kognitivno behavioristične usmeritve; opredeljen je kot posameznikovo prepričanje o lastnih zmožnostih za ravnanje v prihodnjih situacijah oziroma za izvedbo dejavnosti, ki vodi do cilja v določeni nalogi (Bandura, 1977; Schunk, 1990); otrokova pričakovanja glede lastnih zmožnosti namreč v pomembni meri določajo njegovo vedenje - pogojujejo izbiro dejavnosti, poleg tega pa vplivajo tudi na motiviranost, prizadevanje in vztrajnost glede na težavnost naloge ter posledično tudi na uspešnost opravljene naloge, kar pa <target> okrepi </target> zaznavo samoučinkovitosti pri nadaljnjih (novih) dejavnostih.	F	4	5	True
197	okrepiti	Ker so slovenske čebele ogrožene, je ČZS začela kampanjo Ohranimo čebele!, s katero želi povečati zavedanje vseh ljudi o pomenu čebel za naravo in življenje ljudi ter <target> okrepiti </target> prizadevanja za njihovo varovanje in ohranitev.	Vse odtlej je nemško prizadevanje veljalo kovanju političnih in gospodarskih zavezništev, ki bi Nemčijo spet <target> okrepila </target>.	T	4	4	True
198	okrepiti	Da pa bo ostalo samo pri kašljanju ali nahodu, je nujno potrebno <target> okrepiti </target> obrambne sile telesa, zlasti sluznice dihalnih organov (glejte tudi stran 77).	Dvajsetkrat na dan se sklonim, da z dna hladilnika vzamem kakšno sladico ali kos sira, ali kakšen ocvirk, pa se mi trebušne mišice nikakor ne <target> okrepijo </target>.	T	6	6	True
199	okrepiti	Po legendi so bili tu še starodavni druidi in pred njimi kdo ve kako imenovani iskalci, ki so s svojim bivanjem ta prostor dodatno duhovno <target> okrepili </target> in obogatili.«	ODA, PMSK, FASC. 3.2.8/6, PISMO PREDSEDNIKA UPBJKD UOP IN PREDSEDSTVU CONE 7 DNE 12. 12. 1951. PREDSEDNIK CONE PALUTAN JE TAKO ŠE <target> OKREPIL </target> SVOJO VLOGO PRI IZVAJANJU BEGUNSKEGA NASELITVENEGA NAČRTA.	F	5		True
200	okrepiti	Zato pozivam vse socialne partnerje, vlado, sindikate, delodajalce, civilnodružbene organizacije in vse druge udeležence, da <target> okrepijo </target> prizadevanja za dialog, predvsem za socialni dialog.	Po prihodu v zahodni del Beneške Slovenije je sovražnikovo letalstvo <target> okrepilo </target> izvidništvo in iskanje divizijskih enot.	F  			True
201	okrepiti	Ko boste spoznali, da je sonce sreče začelo sijati tudi na vaše življenje v dvoje, se bo ljubezen le še <target> okrepila </target>.	Letos je naš cilj regijsko <target> okrepiti </target> obstoječo prodajno mrežo in ponuditi naše storitve še večjemu številu komitentov.	F			True
202	sistem	Celoten cilj naloge je razvoj in posodabljanje informacijskega <target> sistema </target> in zagotavljanje dostopa do enotne baze izbranih podatkov o otrocih in mladini zunanjim uporabnikom na spletnem portalu IRSSV.	Nadalje ne preprečujejo uporabe <target> sistema </target> cenovnih nado-mestil, ki se uporabljajo pri izvozu kmetijskih izdelkov v skladu z določbami Sporazuma.	F			True
